"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"East Asia & Pacific","EAS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","29.70963","29.88912","28.55855","29.2797","29.44014","29.63319","29.47269","29.5333","29.27418","29.18989","28.5117","27.94061","27.16387","26.58413","26.07248","25.98679","25.56132","25.15128","24.57052","24.00162","23.5171","23.3778","23.41062","23.45668","23.56383","23.70787","23.93934","24.15811","24.46115","24.33828","23.82145","23.16449","22.51552","21.94084","20.9886","20.21919","19.65156","19.15598","19.22902","18.76305","18.40351","18.29712","18.24113","17.73724","17.4309","17.20256","16.9625","17.43759","",
"Europe & Central Asia (excluding high income)","ECA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","24.82777","24.50779","24.63474","24.76794","25.20949","25.11437","25.03414","24.69151","24.43791","23.89418","23.50215","23.1681","22.35044","21.60113","21.15044","21.22275","21.30426","21.19194","21.00819","20.77606","20.4078","20.06529","19.81353","19.53685","19.15979","18.98531","18.71186","18.29529","18.07238","18.05499","18.20497","18.01869","17.97633","18.13378","18.11833","17.84717","18.36187","18.61246","",
"Europe & Central Asia","ECS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","21.55094","21.60891","21.33653","21.0983","20.96319","20.77436","20.66251","20.40333","20.25955","20.12894","19.92985","19.76506","19.70995","19.63652","19.65799","19.432","19.29307","19.28","19.12853","18.84919","18.58743","18.26945","17.93194","17.47101","17.11802","17.33318","17.35642","17.24251","17.15049","16.95434","16.53263","16.20264","16.02053","15.91819","15.78883","15.55293","15.39473","15.05552","14.93794","14.81543","14.71513","14.6451","14.78026","14.96487","14.99841","14.83027","14.8278","14.92284","",
"Ecuador","ECU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","36.97997","37.08638","37.52643","38.20217","37.49028","37.67877","35.89868","35.53701","37.28132","36.40746","36.17253","34.97651","36.11976","33.31607","32.2522","32.38547","32.21246","31.24253","29.26967","30.40775","30.2485","31.63678","31.36302","27.57674","26.35151","25.82958","25.31028","24.52709","23.6912","23.25134","23.06638","24.47064","23.73489","23.13241","22.89619","22.51506","22.56566","","","23.12937","21.97881","21.89591","22.07788","23.29197","24.70055","25.10571","25.09592","",
"Egypt, Arab Rep.","EGY","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","37.98025","","","","","35.35867","33.36982","34.52648","34.44526","33.10761","","34.4931","31.34519","32.23946","","31.87956","31.32996","29.86008","19.6581","25.14449","24.93352","23.95754","23.50758","26.76104","25.09622","27.02079","23.12247","","23.37189","22.98104","22.26153","22.49667","22.18727","21.8606","25.6326","26.00118","27.08402","","27.20919","27.73437","","","","","","23.07766","23.77693","",
"Euro area","EMU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","22.16528","22.1436","21.67637","21.56809","21.2865","21.01384","20.83086","20.32863","20.04778","19.77791","19.53578","19.41155","19.25491","19.12619","18.93297","18.55299","17.96325","17.86524","17.58165","17.44308","17.04057","16.48235","16.27283","15.93587","15.35743","15.63573","15.54025","15.3784","15.47417","15.23755","14.6687","14.37892","14.02949","13.95161","13.86827","13.68196","13.56853","13.3586","13.27049","13.16148","12.94273","12.76611","12.90934","13.1441","13.31404","13.29565","13.09781","13.10549","",
"Eritrea","ERI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.62725","38.17759","37.68117","41.36825","37.24102","39.28281","40.1732","41.47649","43.9622","","46.98045","47.51019","44.79469","44.04881","46.71681","46.68206","47.53362","47.2394","47.866","42.95363","38.46821","37.95899","40.4643","40.9313","45.66797","42.46671","43.33621","","39.24553","",
"Spain","ESP","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","30.78901","26.01015","","","","","","","","","28.27108","28.15021","27.20275","26.58332","","25.28136","25.50205","24.71025","","23.48296","22.02928","21.15976","19.99801","19.2214","17.83949","","","15.47547","15.04197","14.54434","14.30441","14.00892","13.87611","13.93149","13.75078","13.58265","12.8265","12.42388","12.62216","12.40145","12.39876","12.60121","13.31975","13.09629","13.18623","12.99102","","",
"Estonia","EST","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.33845","","","","","15.66547","14.32289","14.10571","","","","","10.58928","12.82706","12.15258","11.89762","11.72345","11.7829","11.54548","11.49954","","","11.26704","","",
"Ethiopia","ETH","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","48.49985","47.16564","44.34221","46.11343","46.03242","44.3135","44.9922","39.67265","47.37794","59.0234","63.94322","62.7242","59.297","53.56085","49.96845","48.0888","48.27671","49.38413","43.27498","40.67554","36.07524","30.17056","26.61047","30.15261","32.7529","37.89781","43.198","46.51484","","67.33913","","","","","","","","62.28293","57.9406","54.05852","55.06929","","","","","","","",
"European Union","EUU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","19.77773","19.87456","19.63062","19.45937","19.2734","19.07391","19.01309","18.75041","18.58147","18.33413","18.09421","17.92546","17.73701","17.52593","17.314","17.00703","16.80734","16.84632","16.67112","16.4407","16.15227","15.76762","15.59485","15.27928","14.98888","15.2523","15.19777","15.10951","15.13064","14.97835","14.58597","14.28152","14.1123","14.12397","14.11408","13.84741","13.76735","13.48999","13.42462","13.28066","13.07971","13.06676","13.28827","13.60252","13.64166","13.50823","13.27832","13.28221","",
"Fragile and conflict affected situations","FCS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","36.46245","36.34474","36.20605","36.28956","36.47078","36.84757","36.7523","36.89632","36.3095","36.40203","36.26397","36.29251","36.00591","34.96272","34.69362","34.48721","34.08432","34.02236","34.08634","33.98312","33.1109","33.95384","34.25079","33.906","34.26291","34.04055","33.12827","32.74613","32.35616","31.04268","31.14576","31.58609","32.47066","32.94612","33.20109","32.64256","32.40563","32.08918","32.30034","32.13057","32.23345","32.15251","31.58183","31.8123","31.45722","30.7381","30.40008","30.46355","",
"Finland","FIN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","22.24827","21.78292","19.76158","18.50725","17.47614","18.52441","16.00657","16.84085","16.18491","15.72409","14.38772","13.70455","14.78527","14.68026","","","","","","","","","","","","16.50077","17.75162","17.6107","17.26959","16.68729","15.89647","15.56876","16.34786","15.95583","15.53424","15.0094","15.03387","14.394","13.64642","14.03056","13.67094","13.55949","13.19718","13.33204","","13.32179","","",
"Fiji","FJI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","23.95614","","","","","","","","","","","26.14061","","24.64743","23.76422","23.03645","23.14209","23.03324","","28.12209","27.95442","27.8225","28.16087","28.1581","","","","26.03275","","","30.75971","27.99728","","","","19.7431","","",
"France","FRA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","22.52035","22.52228","22.49692","","20.1512","20.01228","","20.55746","","22.03016","21.50899","20.6365","20.71631","20.51745","20.99512","","","","18.52528","18.70649","18.76642","18.7381","18.96238","20.31888","18.90745","18.74643","18.74644","18.63916","18.63923","18.64066","18.55493","18.67071","18.95016","19.03749","18.72938","17.76643","17.5183","17.81514","18.1766","","","","","",
"Faroe Islands","FRO","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","17.85478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7106","","","",
"Gabon","GAB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","45.51108","43.74524","49.64764","48.81231","50.33458","48.25526","47.48653","49.06909","45.84488","42.85055","45.06858","45.47618","43.78709","45.29221","46.60229","45.81013","46.84791","46.12178","48.26836","","","43.91468","","","52.45657","50.71677","55.62888","","51.93734","","49.21541","42.63022","36.04019","","","","","","","","24.53098","","","","","","","",
"United Kingdom","GBR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","23.32729","22.63746","21.72124","21.09322","20.55043","20.03306","20.10764","19.94377","19.36901","18.98941","","18.71611","18.26122","17.97819","17.52049","","20.29108","20.32558","19.62207","19.67982","19.78394","19.80669","","","","","","","18.69099","18.66476","17.58523","17.17514","17.10493","18.09401","17.47359","18.08045","17.24426","18.26999","17.96198","17.52706","17.2654","18.30825","18.43752","17.3882","","15.05392","","",
"Georgia","GEO","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","19.02101","","","","","17.31092","","","","","17.21257","16.98373","16.80179","16.51064","16.15664","16.07292","17.73214","17.87435","17.41941","16.84272","15.62819","13.85575","14.50291","","","","","8.68000999999999","8.9205","","","","9.09456999999999","9.07882","9.01662","8.82638","9.01533","",
"Ghana","GHA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","30.66968","30.33996","30.75608","29.88763","28.16485","27.29006","28.49105","30.11206","29.68792","29.44652","28.65872","27.64036","23.23974","23.80659","23.91446","25.91443","27.09356","29.05957","27.765","30.21381","30.89085","29.98269","32.78334","32.70742","","29.59855","33.78522","32.5811","32.10887","30.98782","32.34112","32.81364","35.38932","31.98986","32.24014","33.11177","","31.04223","32.98357","31.68167","30.07899","31.25587","30.5794","27.29644","",
"Gibraltar","GIB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","43.66286","37.06646","42.55828","43.41534","44.17112","39.95359","44.89399","42.30341","38.15073","38.40903","35.94515","32.35854","31.34675","31.28626","36.21543","36.34951","36.05232","39.91076","38.57931","38.21817","39.86746","48.73963","49.18608","48.54826","46.72577","49.19251","49.10345","48.60131","46.83864","45.58806","44.35788","47.2258","44.99174","45.24222","44.86534","44.45992","45.36442","44.11118","43.68705","42.18615","44.08141","43.55555","44.21036","45.59096","","47.14862","","",
"Gambia, The","GMB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","27.46795","28.48777","28.68685","25.42822","25.9537","25.9673","27.14149","25.19196","25.96293","27.20988","24.3794","","23.31442","24.95398","25.29549","24.47701","28.7471","","28.29224","31.05711","31.30468","31.51773","30.46101","33.39804","33.60267","30.23628","30.38237","32.83094","36.95683","37.44125","38.68007","37.98627","39.40341","38.53397","36.56464","38.47812","35.15646","34.36475","","37.48167","37.61854","33.86525","36.13171","44.68514","37.14288","","38.67589","",
"Guinea-Bissau","GNB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","45.41234","52.21587","","","","37.85945","","","28.00208","24.72888","22.88578","22.56501","22.11091","22.70027","24.7222","","24.67286","24.76085","","","","","","","","","","","","44.0649","","","","","","62.23411","","","","51.92515","","","","","","","","",
"Equatorial Guinea","GNQ","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","57.10635","","","","","","","68.77743","68.41566","","","","","","","","","","","53.79068","54.85228","","","","","56.68684","43.39267","43.35746","","31.97703","","","","","27.96517","24.21892","27.16736","27.90775","26.1669","","","23.22706","","","",
"Greece","GRC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","30.93285","30.87426","32.23596","30.97766","30.4632","30.23067","28.74069","26.9149","25.81226","24.8178","24.13617","23.49298","23.85878","24.126","23.44758","23.36514","22.81234","22.19387","21.14261","19.64665","18.65531","18.25282","17.82167","16.527","16.09251","14.96337","13.93695","13.60849","13.53775","13.41496","12.72615","12.52457","11.94256","11.25939","11.06286","10.53573","10.28887","","","","","9.19746999999999","9.49328","9.44769","9.64364999999999","9.27444","","",
"Grenada","GRD","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","37.94375","33.70475","35.22672","36.81806","","","32.00474","32.16066","31.4375","31.89097","23.29381","23.34079","23.17277","22.27742","22.71296","","21.87942","22.61911","","25.13761","","26.73967","26.88929","26.37383","26.37093","24.27733","26.55239","25.94412","22.95528","20.32412","20.88105","","18.69144","17.67486","18.23894","","15.76693","22.55772","17.09157","16.05523","","","14.79771","14.48004","16.99747","15.45199","16.18269","",
"Greenland","GRL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","35.97176","36.28626","36.28132","35.34579","34.88794","34.59242","33.59323","34.51941","34.7554","34.68621","33.79907","36.5982","34.67926","35.96512","36.34195","36.55198","35.50578","34.91781","","","","33.99116","35.5829","31.52241","27.83356","33.63184","34.80891","34.31924","35.50102","38.146","32.56065","30.00455","30.12575","","30.88923","31.05577","30.95251","30.45308","29.42545","27.94058","26.86718","26.2891","25.54245","23.66146","22.98198","20.40727","21.74437","","",
"Guam","GUM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","29.09342","","","32.38239","","32.14215","32.38616","30.97399","32.57699","32.994","33.46943","37.21815","36.22012","37.41756","35.69153","","","","","","29.70675","27.37654","26.7468","28.41935","29.16711","29.9707","29.47125","","26.65515","26.22418","26.00952","","26.55199","","28.03939","","26.17853","25.56042","25.56063","24.61945","24.59172","23.1645","","","","","","",
"High income","HIC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","19.20177","19.26786","19.12076","19.0058","18.88777","18.77298","18.79568","18.69391","18.61958","18.55807","18.40062","18.33246","18.20306","18.06719","17.88894","17.7227","17.56438","17.5552","17.44968","17.33507","17.21744","17.05517","16.95145","16.8253","16.52535","16.55681","16.48797","16.38976","16.61439","16.50149","16.11778","16.00171","15.67202","15.60926","15.29911","15.0581","14.85224","14.62361","14.49839","14.44453","14.18711","14.28828","14.32286","14.28799","14.30394","14.22281","14.15295","14.15035","",
"Hong Kong SAR, China","HKG","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","33.04378","32.23735","32.17553","31.88956","31.30267","31.09508","30.8129","30.138","30.21287","30.05414","30.11986","30.06734","27.77275","27.78323","27.32888","27.56664","27.47756","27.22594","27.00434","","26.8941","26.66898","26.69638","25.36665","","23.72998","","21.63416","21.7","21.50002","21.09928","20.16689","19.76984","18.7644","18.347","17.759","16.94053","16.54729","15.8539","15.16485","14.79974","14.43462","13.99258","13.84932","13.66248","13.67502","13.76886","",
"Honduras","HND","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","35.28892","35.83718","36.29117","35.92162","35.98342","35.31959","35.40259","34.54184","36.24007","39.66018","36.70046","39.02525","37.46715","37.09839","38.47048","","39.08991","","","","34.82305","38.05488","35.88667","37.28595","34.89965","34.78818","32.9513","33.13537","32.82948","31.72588","34.05898","","","","32.90479","29.14181","27.92893","","33.34365","33.87645","","","","","","29.14566","28.37057","25.59773","",
"Heavily indebted poor countries (HIPC)","HPC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","39.89815","40.05308","40.18472","40.01073","40.36099","40.60075","40.7468","40.84979","40.23569","39.90202","40.64834","40.95218","40.19455","39.42875","38.81856","38.16787","37.06164","37.17604","37.51681","37.16631","37.56395","38.17738","37.37342","37.67097","39.01255","39.70082","39.85099","42.2034","42.55183","41.61707","43.53403","44.29251","45.31979","45.98537","45.46089","45.22293","44.42098","44.10721","44.04922","43.5036","42.2992","42.13043","41.2227","40.91403","40.64447","40.03688","39.835","39.83667","",
"Croatia","HRV","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.60302","18.94936","19.88625","19.20884","18.77265","18.27197","17.93677","17.72563","","17.52572","17.06071","16.69378","16.02884","14.78459","14.25609","13.83132","13.67519","13.71278","13.69721","13.702","13.50611","","",
"Haiti","HTI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","46.8334","52.35814","50.90525","42.04647","39.85336","41.22673","39.42839","41.23968","41.45643","43.06168","44.05672","44.08803","42.56688","42.36704","40.3508","37.60776","36.17723","","","","","36.16852","30.87675","31.77983","32.72041","33.69951","34.72498","33.40803","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.65344999999999","11.39403","","12.01911","10.75367","10.64964","10.70924","10.53831","10.27733","9.58843","10.47323","10.44291","10.24786","10.05516","10.41766","10.49666","10.57857","10.5475","10.48051","10.40282","11.2436","10.97863","10.76744","","",
"IBRD only","IBD","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","30.70777","30.86461","30.09606","30.73729","30.814","30.92409","30.7691","30.87756","30.75347","30.67974","30.19622","29.73882","29.12939","28.5807","28.32927","28.20676","27.93268","27.68914","27.36564","26.79536","26.70333","26.60357","26.58151","26.58634","26.71561","26.75865","26.90571","26.93579","27.02386","26.96514","26.50556","25.98964","25.5996","25.50546","24.85882","24.49472","24.25566","24.03093","23.92155","23.4599","23.0551","22.78558","22.65173","22.03432","21.64704","21.50093","22.08777","22.37381","",
"IDA & IBRD total","IBT","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","31.4921","31.58501","30.93014","31.60772","31.7141","31.83302","31.71345","31.82999","31.61107","31.5908","31.32253","30.98798","30.47512","29.93384","29.66957","29.56202","29.27123","29.13272","28.92424","28.37217","28.35853","28.31651","28.28489","28.29765","28.48424","28.53961","28.59113","28.81065","28.93761","28.93609","28.74572","28.3895","28.28468","28.22751","27.74919","27.61482","27.53366","27.43815","27.37442","26.97362","26.57657","26.208","26.30582","25.44916","25.13828","24.9105","25.38471","25.60333","",
"IDA total","IDA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","38.00795","37.48686","37.74593","38.70153","38.9955","39.11552","39.17521","39.02289","37.52502","37.56093","38.83207","39.14082","39.10998","38.33995","37.86692","37.90137","37.67991","38.11839","38.57055","38.15113","38.6389","38.54876","38.08651","37.85721","38.25559","38.27717","37.57243","38.48289","38.56404","38.62254","39.66207","39.72582","40.67271","40.26645","40.54792","40.85511","41.16195","41.55224","41.25958","40.63607","39.79471","38.3689","39.41021","37.19599","36.72051","36.04397","35.7701","35.47158","",
"IDA blend","IDB","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","35.08867","34.78054","34.26746","35.11179","34.98691","34.75608","34.74513","35.23608","33.13788","33.88261","34.76728","34.68262","35.36998","34.89107","35.68434","36.82595","37.6189","38.44661","37.50707","35.97562","37.4018","36.59958","35.88817","35.26788","35.13068","34.92521","33.5636","34.25575","34.66936","35.9094","36.51041","36.21477","36.71393","34.97744","36.24392","36.96754","38.26613","40.28479","39.68972","38.53484","38.19715","35.9197","40.31559","34.46148","34.26232","34.2182","34.78817","34.33987","",
"Indonesia","IDN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","28.93","29.01937","29.43001","29.90001","29.47681","29.46432","30.34809","36.00107","37.17652","","","32.43212","31.57757","28.79975","27.55328","26.43857","25.2978","24.42609","23.96357","23.55995","23.27149","23.21946","23.4541","23.1926","23.05079","22.66127","22.34334","22.02891","21.81721","21.95671","22.11772","22.24524","20.90186","20.29418","20.12598","20.41336","19.00007","18.81593","20.68852","19.77613","19.0117","18.9804","18.59225","16.09408","16.55935","","13.97814","16.06371","",
"IDA only","IDX","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","39.43459","38.84699","39.54379","40.52381","41.19213","41.4709","41.48634","41.05572","40.0353","39.77545","41.3816","42.11403","41.68948","40.73206","39.30075","38.57585","37.7149","37.93267","39.17731","39.45079","39.36687","39.70245","39.42767","39.50475","40.26539","40.37298","40.05213","41.08793","40.95644","40.23595","41.56696","41.81775","42.922","43.45167","43.01112","43.01586","42.63942","42.14308","41.95307","41.58852","40.50725","39.51264","39.03626","38.5147","37.88545","36.87794","36.21336","35.98421","",
"Isle of Man","IMN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","41.45214","41.62027","42.53532","42.52025","41.93173","42.11305","","","42.89832","","","","","","","","","","","","","","","","","","","","40","39.99999","40.14999","40.66296","41.32988","","","","","","","","35.15463","","32.31833","31.28855","31.49146","35.21588","","",
"Not classified","INX","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","30.02306","30.99678","31.08229","30.99245","30.03869","29.38572","28.69623","28.38162","27.8851","27.15345","27.10296","26.81102","26.63071","26.66259","27.52303","27.22852","26.6906","25.89965","24.81039","24.1795","23.3174","22.54239","22.14727","25.8408","21.58899","","20.28891","19.40672","18.67253","18.16768","17.86512","17.20225","15.93984","15.86217","15.81153","15.80376","15.57069","16.06046","","","","","","",
"Iran, Islamic Rep.","IRN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","32.43886","31.32823","35.49493","30.38254","30.50753","29.37622","28.47649","32.48016","","","","27.41493","19.92812","20.16294","20.614","21.91648","28.02745","29.34102","29.88895","","31.36189","31.34307","31.86699","31.65918","31.91303","32.86826","31.76048","30.40967","26.50585","26.14868","25.32444","24.38459","23.60989","22.60443","21.74286","21.84821","21.78506","21.33003","20.4884","","","","25.65459","25.91843","26.77414","","","",
"Iraq","IRQ","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","22.05582","22.01632","23.60458","24.1028","26.44791","25.44111","27.59178","26.24348","28.22783","28.176","27.82883","26.79302","24.38507","24.0024","23.82255","23.7781","23.68793","25.12536","23.11669","","24.8224","23.52562","21.76769","","","19.96441","","","25.47278","21.39027","","","19.42497","20.52994","","","16.95545","","","","","","","","","","","",
"Iceland","ISL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","19.5705","19.10273","18.56548","18.44884","19.52284","19.14348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.70073","9.92803999999999","9.85605","9.99398","10.14405","","","",
"Israel","ISR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","13.89824","12.74477","12.37523","12.31168","12.17159","12.04099","11.75232","11.90266","12.19894","12.41226","12.44814","12.81613","12.97396","14.28629","13.75419","13.96885","13.42703","13.1219","12.31536","12.40419","","","","","13.22278","13.5707","13.43584","13.39734","13.19244","13.20072","13.01884","13.34666","13.14135","13.02577","13.06781","13.05877","12.50256","","12.11677","12.11357","12.08838","12.07069","","",
"Italy","ITA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","21.62047","21.41969","21.01424","20.23249","19.66866","18.93474","17.45366","17.106","16.94317","16.37566","16.15702","15.52441","15.19345","14.44222","14.11716","13.52486","13.17401","12.8107","12.52285","12.17282","11.50762","11.76164","11.76199","10.24048","10.96617","11.18279","","10.8835","11.33403","10.95841","10.69891","10.59096","10.8275","10.61624","10.49472","10.55403","10.32595","","","","","","12.03423","12.06786","12.02716","11.12385","","",
"Jamaica","JAM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","46.69999","40.93971","","","39.53064","","37.16503","","43.83249","41.37766","41.43476","","33.78129","34.29697","34.59407","35.24658","36.18559","33.77801","33.08585","33.64659","","","","","","","","","","","","","29.65919","27.53374","","","","","","","23.39354","22.85664","21.67349","22.08221","21.97603","22.64723","22.10634","",
"Jordan","JOR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","38.82783","38.31777","38.28493","37.44914","35.67201","34.66343","34.50828","32.49118","32.23471","32.18107","31.76893","31.40796","31.80441","32.14243","31.91506","31.26839","29.40801","29.83301","28.39694","","26.48989","","","","24.27996","","","23.6915","","","","20.05269","19.93241","","","","","","","","","","","16.90871","","18.36314","21.03903","",
"Japan","JPN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","26.39259","25.49348","25.29491","24.84809","24.82798","25.74778","25.79127","25.76365","25.7897","25.15256","25.10998","24.99398","24.88041","24.61147","24.30281","23.90353","23.29876","22.6136","21.97082","21.15489","20.6985","20.19818","20.29913","19.05464","18.54335","19.42242","19.04008","21.24572","20.98451","20.69063","20.39294","20.04122","19.55653","19.15087","18.89505","18.70686","18.48741","18.28288","18.05312","17.77275","17.49561","17.0901","16.73194","16.44725","16.17666","15.87224","","",
"Kazakhstan","KAZ","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","25.67562","","","22.62178","20.66277","19.78228","19.34524","18.85889","19.0124","20.34234","21.49086","22.61298","22.21895","","","18.7209","18.89743","18.50973","17.93263","17.26973","16.77062","16.5296","16.63423","16.40689","16.24776","16.35795","16.19104","16.48238","16.85665","16.2004","18.5511","20.75555","",
"Kenya","KEN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.49991","32.21127","34.43698","34.43703","34.43683","38.02563","39.53539","41.97553","41.54025","41.95242","43.51672","43.33438","","","56.5747","","31.35317","30.65055","","","",
"Kyrgyz Republic","KGZ","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","27.81818","","","","","19.13966","","","","","21.3276","","","","","19.65719","","","24.4244","24.14416","24.41889","24.03802","24.45576","24.23079","24.48841","23.84174","24.2314","24.19711","24.03166","24.28436","24.91639","23.89988","24.54686","25.30667","26.19366","25.03207","24.91353","",
